protocol_seed,bsc,query_index,target_id,method,decision,certified,direct_output,heuristic_reuse,cache_reuse,candidate_bank_index,candidate_original_id,candidate_cosine,candidate_verifier_good,candidate_identity_match,false_certification,bad_reuse,fallback_used,completion_bank_index,completion_original_id,completion_cosine,completion_verifier_good,completion_identity_match,protocol_bits,protocol_forward_bits,protocol_reverse_bits,fallback_bits,completion_forward_bits,completion_bits,audit_bits,attempts,logical_round_trips
4108815543219190477,0.0,62,1001267,proposal64_unverified,unverified_reuse,0,1,0,1,135,1001267,0.8967794543619176,1,1,0,0,0,135,1001267,0.8967794543619176,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,63,1001268,proposal64_unverified,unverified_reuse,0,1,0,1,136,1001268,0.907771488641645,1,1,0,0,0,136,1001268,0.907771488641645,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,64,1001274,proposal64_unverified,unverified_reuse,0,1,0,1,137,1001274,0.9586509573273324,1,1,0,0,0,137,1001274,0.9586509573273324,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,65,1001300,proposal64_unverified,unverified_reuse,0,1,0,1,139,1001300,0.8954213539633149,1,1,0,0,0,139,1001300,0.8954213539633149,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,66,1001341,proposal64_unverified,unverified_reuse,0,1,0,1,143,1001341,0.9280842683429051,1,1,0,0,0,143,1001341,0.9280842683429051,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,67,1001361,proposal64_unverified,unverified_reuse,0,1,0,1,13,1000131,0.6856644309659907,0,0,0,1,0,13,1000131,0.6856644309659907,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,68,1001408,proposal64_unverified,unverified_reuse,0,1,0,1,146,1001408,0.8885566102743334,1,1,0,0,0,146,1001408,0.8885566102743334,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,69,1001414,proposal64_unverified,unverified_reuse,0,1,0,1,147,1001414,0.8764382593994646,1,1,0,0,0,147,1001414,0.8764382593994646,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,70,1001415,proposal64_unverified,unverified_reuse,0,1,0,1,148,1001415,0.9329543769721471,1,1,0,0,0,148,1001415,0.9329543769721471,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,71,1001429,proposal64_unverified,unverified_reuse,0,1,0,1,149,1001429,0.9926401077504712,1,1,0,0,0,149,1001429,0.9926401077504712,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,72,1001460,proposal64_unverified,unverified_reuse,0,1,0,1,152,1001460,0.9117411978258265,1,1,0,0,0,152,1001460,0.9117411978258265,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,73,1001470,proposal64_unverified,unverified_reuse,0,1,0,1,153,1001470,0.9220704555856921,1,1,0,0,0,153,1001470,0.9220704555856921,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,74,1001485,proposal64_unverified,unverified_reuse,0,1,0,1,155,1001485,0.9768346670583553,1,1,0,0,0,155,1001485,0.9768346670583553,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,75,1001487,proposal64_unverified,unverified_reuse,0,1,0,1,154,1001475,0.8853394448637986,1,0,0,0,0,154,1001475,0.8853394448637986,1,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,76,1001492,proposal64_unverified,unverified_reuse,0,1,0,1,15,1000191,0.6170702480645858,0,0,0,1,0,15,1000191,0.6170702480645858,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,77,1001498,proposal64_unverified,unverified_reuse,0,1,0,1,549,1005698,0.6354085878732089,0,0,0,1,0,549,1005698,0.6354085878732089,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,78,1001515,proposal64_unverified,unverified_reuse,0,1,0,1,967,1009661,0.5704282418552484,0,0,0,1,0,967,1009661,0.5704282418552484,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,79,1001538,proposal64_unverified,unverified_reuse,0,1,0,1,80,1000801,0.576828959452311,0,0,0,1,0,80,1000801,0.576828959452311,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,80,1001548,proposal64_unverified,unverified_reuse,0,1,0,1,166,1001548,0.9626977434920461,1,1,0,0,0,166,1001548,0.9626977434920461,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,81,1001558,proposal64_unverified,unverified_reuse,0,1,0,1,167,1001558,0.896603008715728,1,1,0,0,0,167,1001558,0.896603008715728,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,82,1001634,proposal64_unverified,unverified_reuse,0,1,0,1,173,1001634,0.9589503706156938,1,1,0,0,0,173,1001634,0.9589503706156938,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,83,1001665,proposal64_unverified,unverified_reuse,0,1,0,1,176,1001665,0.8805306801803492,1,1,0,0,0,176,1001665,0.8805306801803492,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,84,1001676,proposal64_unverified,unverified_reuse,0,1,0,1,358,1003585,0.7138239786192482,0,0,0,1,0,358,1003585,0.7138239786192482,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,85,1001707,proposal64_unverified,unverified_reuse,0,1,0,1,181,1001707,0.8852495344921977,1,1,0,0,0,181,1001707,0.8852495344921977,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,86,1001744,proposal64_unverified,unverified_reuse,0,1,0,1,183,1001744,0.871001121852369,1,1,0,0,0,183,1001744,0.871001121852369,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,87,1001746,proposal64_unverified,unverified_reuse,0,1,0,1,864,1008616,0.48399073579417007,0,0,0,1,0,864,1008616,0.48399073579417007,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,88,1001771,proposal64_unverified,unverified_reuse,0,1,0,1,288,1002786,0.6052177372597052,0,0,0,1,0,288,1002786,0.6052177372597052,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,89,1001772,proposal64_unverified,unverified_reuse,0,1,0,1,187,1001772,0.7806701013868907,1,1,0,0,0,187,1001772,0.7806701013868907,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,90,1001781,proposal64_unverified,unverified_reuse,0,1,0,1,143,1001341,0.7749395106060581,1,0,0,0,0,143,1001341,0.7749395106060581,1,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,91,1001793,proposal64_unverified,unverified_reuse,0,1,0,1,191,1001793,0.8734366958580828,1,1,0,0,0,191,1001793,0.8734366958580828,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,92,1001813,proposal64_unverified,unverified_reuse,0,1,0,1,732,1007484,0.5726563379545291,0,0,0,1,0,732,1007484,0.5726563379545291,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,93,1001823,proposal64_unverified,unverified_reuse,0,1,0,1,196,1001823,0.7781630381119201,1,1,0,0,0,196,1001823,0.7781630381119201,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,94,1001849,proposal64_unverified,unverified_reuse,0,1,0,1,198,1001849,0.9087891835817696,1,1,0,0,0,198,1001849,0.9087891835817696,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,95,1001852,proposal64_unverified,unverified_reuse,0,1,0,1,136,1001268,0.6391228379249412,0,0,0,1,0,136,1001268,0.6391228379249412,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,96,1001868,proposal64_unverified,unverified_reuse,0,1,0,1,200,1001868,0.8824859587480497,1,1,0,0,0,200,1001868,0.8824859587480497,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,97,1001872,proposal64_unverified,unverified_reuse,0,1,0,1,776,1007828,0.6422461407647371,0,0,0,1,0,776,1007828,0.6422461407647371,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,98,1001890,proposal64_unverified,unverified_reuse,0,1,0,1,203,1001890,0.9041399468261369,1,1,0,0,0,203,1001890,0.9041399468261369,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,99,1001894,proposal64_unverified,unverified_reuse,0,1,0,1,979,1009778,0.6459823211140341,0,0,0,1,0,979,1009778,0.6459823211140341,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,100,1001914,proposal64_unverified,unverified_reuse,0,1,0,1,207,1001914,0.8837942992324007,1,1,0,0,0,207,1001914,0.8837942992324007,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,101,1001924,proposal64_unverified,unverified_reuse,0,1,0,1,209,1001924,0.9235690059961108,1,1,0,0,0,209,1001924,0.9235690059961108,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,102,1001944,proposal64_unverified,unverified_reuse,0,1,0,1,932,1009330,0.6912510348900767,0,0,0,1,0,932,1009330,0.6912510348900767,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,103,1001954,proposal64_unverified,unverified_reuse,0,1,0,1,669,1006888,0.6550160296284804,0,0,0,1,0,669,1006888,0.6550160296284804,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,104,1001958,proposal64_unverified,unverified_reuse,0,1,0,1,266,1002505,0.601184063139295,0,0,0,1,0,266,1002505,0.601184063139295,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,105,1001959,proposal64_unverified,unverified_reuse,0,1,0,1,422,1004387,0.589248534743717,0,0,0,1,0,422,1004387,0.589248534743717,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,106,1001960,proposal64_unverified,unverified_reuse,0,1,0,1,215,1001960,0.9242742778772671,1,1,0,0,0,215,1001960,0.9242742778772671,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,107,1001987,proposal64_unverified,unverified_reuse,0,1,0,1,129,1001221,0.7568431674508986,0,0,0,1,0,129,1001221,0.7568431674508986,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,108,1002102,proposal64_unverified,unverified_reuse,0,1,0,1,903,1009046,0.6845505680907052,0,0,0,1,0,903,1009046,0.6845505680907052,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,109,1002133,proposal64_unverified,unverified_reuse,0,1,0,1,979,1009778,0.5817992091696883,0,0,0,1,0,979,1009778,0.5817992091696883,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,110,1002179,proposal64_unverified,unverified_reuse,0,1,0,1,235,1002179,0.9061151935354002,1,1,0,0,0,235,1002179,0.9061151935354002,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,111,1002183,proposal64_unverified,unverified_reuse,0,1,0,1,229,1002075,0.6391787436963825,0,0,0,1,0,229,1002075,0.6391787436963825,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,112,1002194,proposal64_unverified,unverified_reuse,0,1,0,1,118,1001159,0.7681443652448432,0,0,0,1,0,118,1001159,0.7681443652448432,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,113,1002210,proposal64_unverified,unverified_reuse,0,1,0,1,239,1002210,0.8609570590055731,1,1,0,0,0,239,1002210,0.8609570590055731,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,114,1002212,proposal64_unverified,unverified_reuse,0,1,0,1,240,1002212,0.915820133362633,1,1,0,0,0,240,1002212,0.915820133362633,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,115,1002219,proposal64_unverified,unverified_reuse,0,1,0,1,241,1002219,0.908685110272414,1,1,0,0,0,241,1002219,0.908685110272414,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,116,1002233,proposal64_unverified,unverified_reuse,0,1,0,1,243,1002233,0.8784952737689633,1,1,0,0,0,243,1002233,0.8784952737689633,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,117,1002237,proposal64_unverified,unverified_reuse,0,1,0,1,244,1002237,0.9738550018482147,1,1,0,0,0,244,1002237,0.9738550018482147,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,118,1002305,proposal64_unverified,unverified_reuse,0,1,0,1,251,1002305,0.8879455838359984,1,1,0,0,0,251,1002305,0.8879455838359984,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,119,1002339,proposal64_unverified,unverified_reuse,0,1,0,1,252,1002339,0.9753169607678096,1,1,0,0,0,252,1002339,0.9753169607678096,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,120,1002343,proposal64_unverified,unverified_reuse,0,1,0,1,253,1002343,0.9253755836878221,1,1,0,0,0,253,1002343,0.9253755836878221,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,121,1002345,proposal64_unverified,unverified_reuse,0,1,0,1,254,1002345,0.8970244894727541,1,1,0,0,0,254,1002345,0.8970244894727541,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,122,1002416,proposal64_unverified,unverified_reuse,0,1,0,1,258,1002416,0.9199667799586726,1,1,0,0,0,258,1002416,0.9199667799586726,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,123,1002446,proposal64_unverified,unverified_reuse,0,1,0,1,259,1002446,0.9747890929051293,1,1,0,0,0,259,1002446,0.9747890929051293,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,124,1002470,proposal64_unverified,unverified_reuse,0,1,0,1,95,1000936,0.5000788316719194,0,0,0,1,0,95,1000936,0.5000788316719194,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,125,1002503,proposal64_unverified,unverified_reuse,0,1,0,1,265,1002503,0.8999440901029597,1,1,0,0,0,265,1002503,0.8999440901029597,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,126,1002505,proposal64_unverified,unverified_reuse,0,1,0,1,266,1002505,0.8997853428067344,1,1,0,0,0,266,1002505,0.8997853428067344,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,127,1002516,proposal64_unverified,unverified_reuse,0,1,0,1,267,1002516,0.9398339729465677,1,1,0,0,0,267,1002516,0.9398339729465677,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,128,1002587,proposal64_unverified,unverified_reuse,0,1,0,1,44,1000491,0.6831484893313875,0,0,0,1,0,44,1000491,0.6831484893313875,0,0,208,208,0,0,208,208,0,1,0
